Frame,Camera 1,Camera 2,Camera 3,Camera 4,Camera 5,Camera 6,Camera 7,Camera 8,Camera 9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.008403361344537815
2,0.01680672268907563,0.01680672268907563,0.01680672268907563,0.01680672268907563,0.01680672268907563,0.01680672268907563,0.01680672268907563,0.01680672268907563,0.01680672268907563
3,0.025210084033613446,0.025210084033613446,0.025210084033613446,0.025210084033613446,0.025210084033613446,0.025210084033613446,0.025210084033613446,0.025210084033613446,0.025210084033613446
4,0.03361344537815126,0.03361344537815126,0.03361344537815126,0.03361344537815126,0.03361344537815126,0.03361344537815126,0.03361344537815126,0.03361344537815126,0.03361344537815126
5,0.04201680672268908,0.04201680672268908,0.04201680672268908,0.04201680672268908,0.04201680672268908,0.04201680672268908,0.04201680672268908,0.04201680672268908,0.04201680672268908
6,0.05042016806722689,0.05042016806722689,0.05042016806722689,0.05042016806722689,0.05042016806722689,0.05042016806722689,0.05042016806722689,0.05042016806722689,0.05042016806722689
7,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
8,0.06722689075630252,0.06722689075630252,0.06722689075630252,0.06722689075630252,0.06722689075630252,0.06722689075630252,0.06722689075630252,0.06722689075630252,0.06722689075630252
9,0.07563025210084033,0.07563025210084033,0.07563025210084033,0.07563025210084033,0.07563025210084033,0.07563025210084033,0.07563025210084033,0.07563025210084033,0.07563025210084033
10,0.08403361344537816,0.08403361344537816,0.08403361344537816,0.08403361344537816,0.08403361344537816,0.08403361344537816,0.08403361344537816,0.08403361344537816,0.08403361344537816
11,0.09243697478991597,0.09243697478991597,0.09243697478991597,0.09243697478991597,0.09243697478991597,0.09243697478991597,0.09243697478991597,0.09243697478991597,0.09243697478991597
12,0.10084033613445378,0.10084033613445378,0.10084033613445378,0.10084033613445378,0.10084033613445378,0.10084033613445378,0.10084033613445378,0.10084033613445378,0.10084033613445378
13,0.1092436974789916,0.1092436974789916,0.1092436974789916,0.1092436974789916,0.1092436974789916,0.1092436974789916,0.1092436974789916,0.1092436974789916,0.1092436974789916
14,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
15,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722
16,0.13445378151260504,0.13445378151260504,0.13445378151260504,0.13445378151260504,0.13445378151260504,0.13445378151260504,0.13445378151260504,0.13445378151260504,0.13445378151260504
17,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
18,0.15126050420168066,0.15126050420168066,0.15126050420168066,0.15126050420168066,0.15126050420168066,0.15126050420168066,0.15126050420168066,0.15126050420168066,0.15126050420168066
19,0.15966386554621848,0.15966386554621848,0.15966386554621848,0.15966386554621848,0.15966386554621848,0.15966386554621848,0.15966386554621848,0.15966386554621848,0.15966386554621848
20,0.16806722689075632,0.16806722689075632,0.16806722689075632,0.16806722689075632,0.16806722689075632,0.16806722689075632,0.16806722689075632,0.16806722689075632,0.16806722689075632
21,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413
22,0.18487394957983194,0.18487394957983194,0.18487394957983194,0.18487394957983194,0.18487394957983194,0.18487394957983194,0.18487394957983194,0.18487394957983194,0.18487394957983194
23,0.19327731092436976,0.19327731092436976,0.19327731092436976,0.19327731092436976,0.19327731092436976,0.19327731092436976,0.19327731092436976,0.19327731092436976,0.19327731092436976
24,0.20168067226890757,0.20168067226890757,0.20168067226890757,0.20168067226890757,0.20168067226890757,0.20168067226890757,0.20168067226890757,0.20168067226890757,0.20168067226890757
25,0.21008403361344538,0.21008403361344538,0.21008403361344538,0.21008403361344538,0.21008403361344538,0.21008403361344538,0.21008403361344538,0.21008403361344538,0.21008403361344538
26,0.2184873949579832,0.2184873949579832,0.2184873949579832,0.2184873949579832,0.2184873949579832,0.2184873949579832,0.2184873949579832,0.2184873949579832,0.2184873949579832
27,0.226890756302521,0.226890756302521,0.226890756302521,0.226890756302521,0.226890756302521,0.226890756302521,0.226890756302521,0.226890756302521,0.226890756302521
28,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882
29,0.24369747899159663,0.24369747899159663,0.24369747899159663,0.24369747899159663,0.24369747899159663,0.24369747899159663,0.24369747899159663,0.24369747899159663,0.24369747899159663
30,0.25210084033613445,0.25210084033613445,0.25210084033613445,0.25210084033613445,0.25210084033613445,0.25210084033613445,0.25210084033613445,0.25210084033613445,0.25210084033613445
31,0.2605042016806723,0.2605042016806723,0.2605042016806723,0.2605042016806723,0.2605042016806723,0.2605042016806723,0.2605042016806723,0.2605042016806723,0.2605042016806723
32,0.2689075630252101,0.2689075630252101,0.2689075630252101,0.2689075630252101,0.2689075630252101,0.2689075630252101,0.2689075630252101,0.2689075630252101,0.2689075630252101
33,0.2773109243697479,0.2773109243697479,0.2773109243697479,0.2773109243697479,0.2773109243697479,0.2773109243697479,0.2773109243697479,0.2773109243697479,0.2773109243697479
34,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
35,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354
36,0.3025210084033613,0.3025210084033613,0.3025210084033613,0.3025210084033613,0.3025210084033613,0.3025210084033613,0.3025210084033613,0.3025210084033613,0.3025210084033613
37,0.31092436974789917,0.31092436974789917,0.31092436974789917,0.31092436974789917,0.31092436974789917,0.31092436974789917,0.31092436974789917,0.31092436974789917,0.31092436974789917
38,0.31932773109243695,0.31932773109243695,0.31932773109243695,0.31932773109243695,0.31932773109243695,0.31932773109243695,0.31932773109243695,0.31932773109243695,0.31932773109243695
39,0.3277310924369748,0.3277310924369748,0.3277310924369748,0.3277310924369748,0.3277310924369748,0.3277310924369748,0.3277310924369748,0.3277310924369748,0.3277310924369748
40,0.33613445378151263,0.33613445378151263,0.33613445378151263,0.33613445378151263,0.33613445378151263,0.33613445378151263,0.33613445378151263,0.33613445378151263,0.33613445378151263
41,0.3445378151260504,0.3445378151260504,0.3445378151260504,0.3445378151260504,0.3445378151260504,0.3445378151260504,0.3445378151260504,0.3445378151260504,0.3445378151260504
42,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
43,0.36134453781512604,0.36134453781512604,0.36134453781512604,0.36134453781512604,0.36134453781512604,0.36134453781512604,0.36134453781512604,0.36134453781512604,0.36134453781512604
44,0.3697478991596639,0.3697478991596639,0.3697478991596639,0.3697478991596639,0.3697478991596639,0.3697478991596639,0.3697478991596639,0.3697478991596639,0.3697478991596639
45,0.37815126050420167,0.37815126050420167,0.37815126050420167,0.37815126050420167,0.37815126050420167,0.37815126050420167,0.37815126050420167,0.37815126050420167,0.37815126050420167
46,0.3865546218487395,0.3865546218487395,0.3865546218487395,0.3865546218487395,0.3865546218487395,0.3865546218487395,0.3865546218487395,0.3865546218487395,0.3865546218487395
47,0.3949579831932773,0.3949579831932773,0.3949579831932773,0.3949579831932773,0.3949579831932773,0.3949579831932773,0.3949579831932773,0.3949579831932773,0.3949579831932773
48,0.40336134453781514,0.40336134453781514,0.40336134453781514,0.40336134453781514,0.40336134453781514,0.40336134453781514,0.40336134453781514,0.40336134453781514,0.40336134453781514
49,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529
50,0.42016806722689076,0.42016806722689076,0.42016806722689076,0.42016806722689076,0.42016806722689076,0.42016806722689076,0.42016806722689076,0.42016806722689076,0.42016806722689076
51,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
52,0.4369747899159664,0.4369747899159664,0.4369747899159664,0.4369747899159664,0.4369747899159664,0.4369747899159664,0.4369747899159664,0.4369747899159664,0.4369747899159664
53,0.44537815126050423,0.44537815126050423,0.44537815126050423,0.44537815126050423,0.44537815126050423,0.44537815126050423,0.44537815126050423,0.44537815126050423,0.44537815126050423
54,0.453781512605042,0.453781512605042,0.453781512605042,0.453781512605042,0.453781512605042,0.453781512605042,0.453781512605042,0.453781512605042,0.453781512605042
55,0.46218487394957986,0.46218487394957986,0.46218487394957986,0.46218487394957986,0.46218487394957986,0.46218487394957986,0.46218487394957986,0.46218487394957986,0.46218487394957986
56,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764
57,0.4789915966386555,0.4789915966386555,0.4789915966386555,0.4789915966386555,0.4789915966386555,0.4789915966386555,0.4789915966386555,0.4789915966386555,0.4789915966386555
58,0.48739495798319327,0.48739495798319327,0.48739495798319327,0.48739495798319327,0.48739495798319327,0.48739495798319327,0.48739495798319327,0.48739495798319327,0.48739495798319327
59,0.4957983193277311,0.4957983193277311,0.4957983193277311,0.4957983193277311,0.4957983193277311,0.4957983193277311,0.4957983193277311,0.4957983193277311,0.4957983193277311
60,0.5042016806722689,0.5042016806722689,0.5042016806722689,0.5042016806722689,0.5042016806722689,0.5042016806722689,0.5042016806722689,0.5042016806722689,0.5042016806722689
61,0.5126050420168067,0.5126050420168067,0.5126050420168067,0.5126050420168067,0.5126050420168067,0.5126050420168067,0.5126050420168067,0.5126050420168067,0.5126050420168067
62,0.5210084033613446,0.5210084033613446,0.5210084033613446,0.5210084033613446,0.5210084033613446,0.5210084033613446,0.5210084033613446,0.5210084033613446,0.5210084033613446
63,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824
64,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201
65,0.5462184873949579,0.5462184873949579,0.5462184873949579,0.5462184873949579,0.5462184873949579,0.5462184873949579,0.5462184873949579,0.5462184873949579,0.5462184873949579
66,0.5546218487394958,0.5546218487394958,0.5546218487394958,0.5546218487394958,0.5546218487394958,0.5546218487394958,0.5546218487394958,0.5546218487394958,0.5546218487394958
67,0.5630252100840336,0.5630252100840336,0.5630252100840336,0.5630252100840336,0.5630252100840336,0.5630252100840336,0.5630252100840336,0.5630252100840336,0.5630252100840336
68,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
69,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093
70,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471
71,0.5966386554621849,0.5966386554621849,0.5966386554621849,0.5966386554621849,0.5966386554621849,0.5966386554621849,0.5966386554621849,0.5966386554621849,0.5966386554621849
72,0.6050420168067226,0.6050420168067226,0.6050420168067226,0.6050420168067226,0.6050420168067226,0.6050420168067226,0.6050420168067226,0.6050420168067226,0.6050420168067226
73,0.6134453781512605,0.6134453781512605,0.6134453781512605,0.6134453781512605,0.6134453781512605,0.6134453781512605,0.6134453781512605,0.6134453781512605,0.6134453781512605
74,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983
75,0.6302521008403361,0.6302521008403361,0.6302521008403361,0.6302521008403361,0.6302521008403361,0.6302521008403361,0.6302521008403361,0.6302521008403361,0.6302521008403361
76,0.6386554621848739,0.6386554621848739,0.6386554621848739,0.6386554621848739,0.6386554621848739,0.6386554621848739,0.6386554621848739,0.6386554621848739,0.6386554621848739
77,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118
78,0.6554621848739496,0.6554621848739496,0.6554621848739496,0.6554621848739496,0.6554621848739496,0.6554621848739496,0.6554621848739496,0.6554621848739496,0.6554621848739496
79,0.6638655462184874,0.6638655462184874,0.6638655462184874,0.6638655462184874,0.6638655462184874,0.6638655462184874,0.6638655462184874,0.6638655462184874,0.6638655462184874
80,0.6722689075630253,0.6722689075630253,0.6722689075630253,0.6722689075630253,0.6722689075630253,0.6722689075630253,0.6722689075630253,0.6722689075630253,0.6722689075630253
81,0.680672268907563,0.680672268907563,0.680672268907563,0.680672268907563,0.680672268907563,0.680672268907563,0.680672268907563,0.680672268907563,0.680672268907563
82,0.6890756302521008,0.6890756302521008,0.6890756302521008,0.6890756302521008,0.6890756302521008,0.6890756302521008,0.6890756302521008,0.6890756302521008,0.6890756302521008
83,0.6974789915966386,0.6974789915966386,0.6974789915966386,0.6974789915966386,0.6974789915966386,0.6974789915966386,0.6974789915966386,0.6974789915966386,0.6974789915966386
84,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765
85,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
86,0.7226890756302521,0.7226890756302521,0.7226890756302521,0.7226890756302521,0.7226890756302521,0.7226890756302521,0.7226890756302521,0.7226890756302521,0.7226890756302521
87,0.7310924369747899,0.7310924369747899,0.7310924369747899,0.7310924369747899,0.7310924369747899,0.7310924369747899,0.7310924369747899,0.7310924369747899,0.7310924369747899
88,0.7394957983193278,0.7394957983193278,0.7394957983193278,0.7394957983193278,0.7394957983193278,0.7394957983193278,0.7394957983193278,0.7394957983193278,0.7394957983193278
89,0.7478991596638656,0.7478991596638656,0.7478991596638656,0.7478991596638656,0.7478991596638656,0.7478991596638656,0.7478991596638656,0.7478991596638656,0.7478991596638656
90,0.7563025210084033,0.7563025210084033,0.7563025210084033,0.7563025210084033,0.7563025210084033,0.7563025210084033,0.7563025210084033,0.7563025210084033,0.7563025210084033
91,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411
92,0.773109243697479,0.773109243697479,0.773109243697479,0.773109243697479,0.773109243697479,0.773109243697479,0.773109243697479,0.773109243697479,0.773109243697479
93,0.7815126050420168,0.7815126050420168,0.7815126050420168,0.7815126050420168,0.7815126050420168,0.7815126050420168,0.7815126050420168,0.7815126050420168,0.7815126050420168
94,0.7899159663865546,0.7899159663865546,0.7899159663865546,0.7899159663865546,0.7899159663865546,0.7899159663865546,0.7899159663865546,0.7899159663865546,0.7899159663865546
95,0.7983193277310925,0.7983193277310925,0.7983193277310925,0.7983193277310925,0.7983193277310925,0.7983193277310925,0.7983193277310925,0.7983193277310925,0.7983193277310925
96,0.8067226890756303,0.8067226890756303,0.8067226890756303,0.8067226890756303,0.8067226890756303,0.8067226890756303,0.8067226890756303,0.8067226890756303,0.8067226890756303
97,0.8151260504201681,0.8151260504201681,0.8151260504201681,0.8151260504201681,0.8151260504201681,0.8151260504201681,0.8151260504201681,0.8151260504201681,0.8151260504201681
98,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058
99,0.8319327731092437,0.8319327731092437,0.8319327731092437,0.8319327731092437,0.8319327731092437,0.8319327731092437,0.8319327731092437,0.8319327731092437,0.8319327731092437
100,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.8403361344537815
101,0.8487394957983193,0.8487394957983193,0.8487394957983193,0.8487394957983193,0.8487394957983193,0.8487394957983193,0.8487394957983193,0.8487394957983193,0.8487394957983193
102,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
103,0.865546218487395,0.865546218487395,0.865546218487395,0.865546218487395,0.865546218487395,0.865546218487395,0.865546218487395,0.865546218487395,0.865546218487395
104,0.8739495798319328,0.8739495798319328,0.8739495798319328,0.8739495798319328,0.8739495798319328,0.8739495798319328,0.8739495798319328,0.8739495798319328,0.8739495798319328
105,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706
106,0.8907563025210085,0.8907563025210085,0.8907563025210085,0.8907563025210085,0.8907563025210085,0.8907563025210085,0.8907563025210085,0.8907563025210085,0.8907563025210085
107,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.8991596638655462
108,0.907563025210084,0.907563025210084,0.907563025210084,0.907563025210084,0.907563025210084,0.907563025210084,0.907563025210084,0.907563025210084,0.907563025210084
109,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.9159663865546218
110,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.9243697478991597
111,0.9327731092436975,0.9327731092436975,0.9327731092436975,0.9327731092436975,0.9327731092436975,0.9327731092436975,0.9327731092436975,0.9327731092436975,0.9327731092436975
112,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353
113,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.9495798319327731
114,0.957983193277311,0.957983193277311,0.957983193277311,0.957983193277311,0.957983193277311,0.957983193277311,0.957983193277311,0.957983193277311,0.957983193277311
115,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.9663865546218487
116,0.9747899159663865,0.9747899159663865,0.9747899159663865,0.9747899159663865,0.9747899159663865,0.9747899159663865,0.9747899159663865,0.9747899159663865,0.9747899159663865
117,0.9831932773109243,0.9831932773109243,0.9831932773109243,0.9831932773109243,0.9831932773109243,0.9831932773109243,0.9831932773109243,0.9831932773109243,0.9831932773109243
118,0.9915966386554622,0.9915966386554622,0.9915966386554622,0.9915966386554622,0.9915966386554622,0.9915966386554622,0.9915966386554622,0.9915966386554622,0.9915966386554622
119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
